rainfall_24h,rainfall_72h,elevation,slope,twi,ndwi,ndvi,drainage_capacity,urbanization_index,infrastructure_decay,disaster_unpreparedness,flow_accumulation,roughness,flood_probability,flood_target
27.45,54.91,9.0,0.16,1.31,0.183,0.405,4.0,4,4,6,1.0,0.06,0.2982,1
40.05,40.05,192.0,4.96,7.16,0.363,0.808,4.5,6,8,2,3.0,0.06,0.2647,0
5.64,22.56,85.0,1.68,1.74,0.254,0.754,4.5,7,4,4,1.0,0.06,0.1855,0
0.0,37.29,17.0,0.52,0.63,0.435,0.853,1.5,4,3,5,3.0,0.06,0.1919,0
42.88,52.69,26.0,0.84,0.27,0.266,0.594,3.5,4,4,10,2.0,0.06,0.3178,0
12.66,37.97,1247.0,2.71,2.86,0.359,0.389,6.0,7,6,5,1.0,0.06,0.1762,0
42.55,55.35,1.0,0.82,5.09,0.245,0.67,5.5,6,4,3,1.0,0.06,0.4121,1
7.5,59.97,5.0,0.0,4.16,0.165,0.246,4.0,2,7,2,1.0,0.1,0.2556,0
0.0,37.66,3.0,0.23,4.88,0.135,0.588,3.0,4,8,5,1.0,0.06,0.2275,0
39.33,39.33,41.0,0.26,2.38,0.258,0.631,4.0,10,6,8,1.0,0.06,0.369,0
43.22,54.53,23.0,0.26,10.17,0.225,0.441,3.5,3,6,7,1.0,0.013,0.402,1
38.33,89.44,18.0,0.58,2.0,0.327,0.132,7.0,4,5,2,1.0,0.013,0.4042,0
0.0,0.0,2.0,0.12,1.44,0.192,0.13,3.0,4,2,1,1.0,0.06,0.1534,1
11.86,47.44,57.0,1.17,1.92,0.155,0.434,5.5,3,4,5,1.0,0.06,0.2119,0
8.57,34.27,319.0,1.21,0.8,0.19,0.688,4.0,4,8,9,3.0,0.1,0.1308,0
0.0,37.8,11.0,0.49,6.89,0.355,0.746,4.5,5,4,5,2.0,0.06,0.2489,0
0.0,31.53,8.0,0.0,2.14,0.437,0.79,5.0,6,5,5,1.0,0.06,0.2168,0
7.83,70.43,26.0,1.09,0.45,0.218,0.523,3.0,4,3,4,1.0,0.06,0.2576,0
18.8,75.22,5.0,0.68,0.23,0.298,0.669,4.0,10,5,3,1.0,0.06,0.3886,0
36.11,36.11,14.0,0.26,5.31,0.368,0.665,8.5,1,9,4,1.0,0.06,0.2787,0
11.35,39.72,24.0,4.06,7.04,0.188,0.698,7.5,5,2,6,3.0,0.06,0.2752,0
41.45,41.45,35.0,0.42,2.88,0.328,0.708,6.5,9,5,6,1.0,0.06,0.3751,0
0.0,42.21,19.0,0.68,0.77,0.356,0.678,6.0,6,6,4,1.0,0.06,0.2189,0
11.14,55.69,17.0,0.26,3.14,0.324,0.674,3.5,5,3,6,1.0,0.06,0.2775,0
0.0,37.51,768.0,3.89,3.92,0.281,0.685,8.5,5,5,3,1.0,0.013,0.1427,0
18.22,65.08,965.0,1.77,1.28,0.385,0.612,2.5,6,6,10,1.0,0.06,0.2078,0
0.0,0.0,10.0,0.52,4.58,0.247,0.745,6.5,4,6,2,1.0,0.06,0.167,0
35.3,88.25,321.0,0.74,1.19,0.036,0.946,5.0,6,5,8,11.0,0.06,0.2894,0
6.0,72.04,51.0,0.26,1.44,0.171,0.528,3.5,6,5,5,2.0,0.06,0.2723,0
0.0,19.5,324.0,0.0,4.28,-0.102,-0.008,4.0,4,4,6,1.0,0.06,0.1185,0
20.68,48.84,3.0,0.42,1.07,0.252,0.456,6.5,5,4,3,1.0,0.06,0.282,1
10.72,75.03,24.0,0.35,3.21,0.268,0.684,5.0,2,7,1,1.0,0.06,0.2728,0
0.0,0.0,2.0,0.23,2.0,0.281,0.383,5.0,4,4,1,1.0,0.06,0.1563,1
20.03,90.14,28.0,0.23,1.15,0.407,0.842,2.5,5,4,5,1.0,0.06,0.3476,0
8.95,53.68,15.0,0.16,3.31,0.329,0.568,9.0,4,6,7,1.0,0.06,0.2588,0
9.66,86.97,8.0,0.82,0.04,0.3,0.48,4.5,3,4,9,3.0,0.06,0.2887,1
0.0,24.56,319.0,0.12,3.0,0.202,0.387,5.0,5,8,3,1.0,0.06,0.1245,0
0.0,66.93,10.0,0.12,1.44,0.288,0.787,8.0,4,6,2,1.0,0.06,0.2483,0
7.7,69.32,9.0,0.63,1.7,0.333,0.389,4.0,3,7,6,1.0,0.06,0.2632,0
9.61,28.82,188.0,8.77,8.4,0.233,0.577,5.5,4,4,4,1.0,0.06,0.1693,1
0.0,77.87,10.0,2.2,0.37,0.313,0.746,5.0,8,7,5,1.0,0.06,0.3082,0
25.26,75.78,4.0,0.16,1.09,0.239,0.234,3.0,4,3,4,1.0,0.06,0.3353,0
0.0,0.0,14.0,0.26,0.86,0.235,0.7,6.5,5,3,2,1.0,0.06,0.1535,0
12.0,84.01,18.0,0.16,1.65,0.202,0.322,6.5,7,5,3,1.0,0.06,0.3489,0
0.0,0.0,11.0,0.71,0.72,0.42,0.576,4.0,2,3,4,4.0,0.06,0.1319,0
11.34,56.7,49.0,0.96,0.94,0.362,0.569,5.0,3,5,5,1.0,0.06,0.2229,0
10.69,39.06,46.0,4.14,0.35,0.519,0.818,4.5,3,3,3,1.0,0.06,0.192,0
9.66,86.97,10.0,0.26,7.69,0.3,0.195,4.0,6,3,2,1.0,0.06,0.3961,1
26.59,106.37,10.0,0.12,5.97,0.399,0.834,7.0,8,6,6,1.0,0.06,0.509,0
28.0,56.01,646.0,2.76,2.1,0.203,0.354,3.5,9,4,2,1.0,0.06,0.2535,0
10.9,76.29,21.0,0.26,4.12,0.22,0.239,4.0,8,9,5,1.0,0.06,0.3634,0
0.0,0.0,16.0,0.37,8.3,0.4,0.533,3.0,6,2,8,1.0,0.06,0.2049,0
27.92,61.78,62.0,1.71,5.53,0.467,0.791,5.5,5,10,7,1.0,0.06,0.3283,0
9.89,39.57,63.0,0.94,6.97,0.207,0.65,4.5,5,5,5,1.0,0.013,0.2481,0
10.61,106.07,6.0,0.37,0.28,0.247,0.466,6.0,6,8,6,1.0,0.06,0.3739,1
6.98,69.76,13.0,0.35,0.74,0.289,0.659,4.5,3,4,8,1.0,0.06,0.2525,0
9.65,67.55,6.0,0.37,0.98,0.19,0.37,5.5,3,5,4,1.0,0.06,0.2612,0
0.0,42.44,0.0,0.12,1.04,0.168,0.292,5.5,5,6,6,1.0,0.06,0.2206,0
0.0,49.91,22.0,0.16,1.31,0.269,0.566,3.5,3,6,3,1.0,0.06,0.203,0
0.0,0.0,35.0,0.48,1.27,0.354,0.517,6.0,5,4,8,2.0,0.06,0.1475,0
21.36,85.43,6.0,0.12,4.27,0.132,0.192,4.0,3,3,2,1.0,0.013,0.3578,0
39.01,87.78,16.0,0.73,5.45,0.246,0.363,8.0,7,6,1,1.0,0.06,0.4824,0
0.0,47.97,23.0,0.59,9.33,0.33,0.532,4.0,7,6,7,1.0,0.06,0.3041,0
39.2,52.1,20.0,0.48,1.03,0.444,0.794,7.0,4,6,4,1.0,0.1,0.3165,0
20.53,61.58,319.0,0.0,11.53,-0.174,-0.063,5.0,5,3,7,1.0,0.013,0.2708,0
12.15,85.02,15.0,0.16,4.33,0.35,0.662,6.5,7,8,5,2.0,0.013,0.3784,0
11.46,80.19,230.0,3.62,1.69,0.286,0.609,4.0,7,5,4,1.0,0.06,0.2295,0
9.06,36.25,498.0,6.03,2.02,0.208,0.521,3.0,7,4,10,1.0,0.06,0.1625,0
9.05,63.35,1459.0,3.44,1.34,0.226,0.648,3.0,5,8,4,1.0,0.06,0.1773,0
0.0,60.54,10.0,1.42,0.95,0.316,0.775,5.5,4,2,6,1.0,0.013,0.2338,0
6.32,56.92,24.0,0.33,5.62,0.217,0.751,5.0,6,7,5,1.0,0.1,0.2949,0
0.0,0.0,10.0,1.1,6.2,0.36,0.589,5.0,2,6,6,1.0,0.06,0.1595,0
10.46,31.38,374.0,3.08,0.41,0.235,0.303,5.5,5,5,3,1.0,0.06,0.1357,0
11.35,39.71,86.0,1.15,0.16,0.259,0.703,5.0,4,8,7,1.0,0.06,0.184,0
18.19,63.66,83.0,0.52,3.13,0.242,0.564,3.5,5,8,4,1.0,0.1,0.2715,0
11.97,83.8,55.0,1.05,0.15,0.277,0.687,5.0,6,4,5,1.0,0.06,0.2979,0
8.91,62.37,28.0,1.89,4.99,0.291,0.792,2.5,3,1,6,1.0,0.06,0.2683,0
13.36,39.0,6.0,0.23,3.7,0.395,0.656,5.5,4,2,7,1.0,0.06,0.252,0
0.0,35.78,9.0,0.12,1.84,0.304,0.5,4.0,7,8,3,2.0,0.06,0.2316,0
0.0,0.0,8.0,1.61,6.52,0.433,0.752,6.0,8,6,4,2.0,0.06,0.217,0
9.97,39.86,2.0,0.23,3.78,0.061,0.097,4.0,4,5,6,1.0,0.06,0.2479,1
10.42,62.53,11.0,0.26,4.81,0.268,0.365,7.0,5,5,3,1.0,0.06,0.3062,1
22.32,89.27,4.0,0.33,2.31,0.417,0.805,8.0,5,4,9,1.0,0.06,0.3802,0
11.04,88.32,26.0,0.68,0.08,0.291,0.616,9.5,3,4,10,1.0,0.013,0.2843,0
12.4,37.2,51.0,1.28,1.56,0.159,0.257,4.5,8,5,6,1.0,0.06,0.2501,0
0.0,14.95,14.0,0.42,0.15,0.219,0.817,5.0,1,6,6,2.0,0.013,0.1375,0
22.83,45.65,3.0,0.26,2.65,0.063,0.216,5.0,6,2,2,1.0,0.06,0.3074,1
0.0,26.33,32.0,0.91,1.52,0.384,0.696,3.5,6,8,7,1.0,0.06,0.1932,0
11.01,88.06,31.0,0.48,0.02,0.305,0.664,7.5,1,6,6,4.0,0.06,0.2566,0
0.0,11.98,319.0,0.0,13.1,-0.105,-0.002,3.0,3,4,9,1.0,0.06,0.1438,0
40.15,52.04,5.0,0.0,2.37,-0.151,-0.008,6.0,3,4,2,1.0,0.06,0.3276,1
4.14,16.55,3.0,0.48,1.81,0.178,0.388,5.5,6,9,7,4.0,0.06,0.2031,1
0.0,11.78,914.0,11.16,0.37,0.173,0.657,5.5,1,4,8,1.0,0.06,0.082,0
7.27,58.19,45.0,0.52,0.5,0.188,0.483,5.5,7,7,4,1.0,0.06,0.2583,1
0.0,0.0,4.0,0.58,4.62,0.209,0.546,5.0,7,4,7,1.0,0.06,0.1967,0
27.65,110.61,15.0,0.52,0.63,0.39,0.866,7.5,6,3,6,1.0,0.06,0.4357,0
7.87,62.99,5.0,0.48,10.8,0.336,0.182,3.5,7,3,6,1.0,0.06,0.3846,1
41.14,41.14,6.0,0.16,3.94,0.313,0.64,7.0,7,8,7,1.0,0.06,0.3757,1
13.37,66.87,8.0,0.26,5.11,0.168,0.289,4.5,9,7,5,1.0,0.06,0.3829,0
7.64,84.09,5.0,0.68,2.93,0.235,0.227,7.0,6,3,6,1.0,0.06,0.3427,1
15.9,47.7,141.0,1.05,5.71,0.281,0.663,3.5,5,4,7,1.0,0.06,0.2249,0
7.36,66.26,22.0,0.48,0.02,0.267,0.503,4.0,2,8,6,1.0,0.06,0.2264,0
25.66,51.32,6.0,0.12,3.88,0.123,0.179,6.0,7,2,7,2.0,0.1,0.3494,1
0.0,41.38,31.0,0.37,0.29,0.353,0.648,5.5,9,3,3,1.0,0.1,0.2395,0
6.32,56.92,23.0,0.26,1.04,0.202,0.678,4.0,6,4,8,1.0,0.06,0.2589,0
19.62,51.89,204.0,4.76,5.09,0.308,0.835,8.0,2,4,4,1.0,0.06,0.1779,0
0.0,7.91,8.0,0.84,2.33,0.281,0.716,3.5,5,2,1,1.0,0.06,0.1741,0
34.29,55.62,28.0,0.42,4.54,0.246,0.482,6.0,7,3,4,1.0,0.06,0.3761,0
0.0,23.86,6.0,0.33,3.56,0.224,0.082,6.5,4,4,5,1.0,0.06,0.1958,1
0.0,0.0,0.0,1.05,1.04,0.237,0.619,4.5,6,8,7,1.0,0.06,0.1682,0
56.2,77.03,24.0,0.68,2.8,0.463,0.768,7.5,2,7,2,2.0,0.06,0.4081,0
7.48,52.33,106.0,1.98,0.54,0.378,0.842,5.5,6,3,2,1.0,0.06,0.2062,0
0.0,40.0,8.0,0.0,3.15,-0.036,-0.099,3.0,5,2,9,2.0,0.06,0.2271,1
0.0,44.3,54.0,1.04,7.39,0.339,0.767,3.0,4,7,6,1.0,0.06,0.2292,0
8.61,60.27,29.0,0.42,11.46,0.269,0.747,4.5,5,3,8,1.0,0.1,0.3427,0
22.22,99.99,29.0,0.7,0.9,0.411,0.82,4.0,7,8,3,1.0,0.06,0.401,0
6.84,61.55,55.0,0.35,4.41,0.224,0.703,5.0,5,6,7,1.0,0.06,0.2645,0
18.61,74.45,14.0,0.35,0.56,0.221,0.468,5.5,4,3,3,1.0,0.06,0.3023,0
26.19,104.76,16.0,0.58,0.05,0.455,0.824,4.0,5,7,4,1.0,0.06,0.3967,0
12.3,45.84,10.0,0.37,2.89,0.455,0.834,3.5,2,2,4,6.0,0.1,0.231,0
0.0,19.61,22.0,0.23,7.85,0.471,0.781,4.0,2,7,2,1.0,0.013,0.1902,0
8.67,77.99,9.0,0.82,2.92,0.278,0.58,6.5,7,6,7,1.0,0.06,0.3437,1
12.12,36.35,489.0,5.81,0.79,0.29,0.842,3.5,7,7,7,1.0,0.013,0.1614,0
27.29,81.87,15.0,0.37,1.54,0.346,0.581,7.5,5,7,7,1.0,0.06,0.3646,0
9.71,29.14,170.0,2.57,2.04,0.127,0.455,5.0,5,3,6,2.0,0.06,0.151,0
33.73,33.73,5.0,0.0,2.84,-0.215,0.619,7.0,10,5,5,1.0,0.06,0.3689,0
23.46,58.65,140.0,6.95,2.13,0.277,0.496,7.0,4,8,2,1.0,0.06,0.2254,0
0.0,17.11,27.0,0.23,7.12,0.508,0.792,4.0,5,1,2,1.0,0.06,0.2081,0
32.43,64.85,138.0,1.04,0.42,0.339,0.522,7.5,6,4,7,4.0,0.06,0.269,0
12.95,38.86,34.0,0.74,8.18,0.143,0.322,2.5,2,5,5,1.0,0.06,0.2461,0
0.0,19.44,342.0,0.48,1.77,0.333,0.76,7.0,6,5,5,10.0,0.06,0.1205,0
14.89,59.57,12.0,0.42,2.3,0.392,0.826,6.0,9,2,5,1.0,0.06,0.3431,0
0.0,0.0,145.0,4.76,4.7,0.181,0.723,5.0,2,7,2,2.0,0.06,0.1065,0
7.81,78.08,2.0,0.23,9.06,0.225,0.457,8.0,5,7,8,3.0,0.013,0.375,1
42.88,52.69,29.0,1.42,3.27,0.266,0.698,3.5,5,3,6,1.0,0.06,0.356,0
43.22,54.53,32.0,0.73,6.43,0.322,0.755,6.0,7,6,4,1.0,0.06,0.4174,0
7.91,31.65,319.0,0.0,6.39,0.059,0.172,5.5,10,10,10,1.0,0.013,0.2069,0
0.0,0.0,73.0,1.28,3.81,0.384,0.483,1.5,5,1,4,1.0,0.06,0.146,0
12.49,87.44,16.0,0.12,2.76,0.434,0.843,7.5,5,5,9,1.0,0.06,0.3419,0
0.0,16.24,14.0,0.58,6.56,0.059,0.458,2.5,4,7,6,1.0,0.06,0.1997,1
0.0,0.0,33.0,0.59,0.03,0.414,0.596,4.5,8,4,8,3.0,0.06,0.1655,0
13.6,68.01,29.0,0.26,1.73,0.379,0.767,5.5,1,6,7,1.0,0.013,0.242,0
0.0,23.8,5.0,0.99,3.58,0.188,0.41,2.5,7,3,8,1.0,0.06,0.2262,0
6.16,43.09,36.0,1.64,0.86,0.228,0.611,5.5,1,6,1,1.0,0.06,0.1781,0
47.17,59.43,9.0,0.12,4.56,0.195,0.484,3.5,7,2,8,1.0,0.06,0.44,0
25.91,77.73,3.0,0.59,5.93,0.069,0.619,7.0,7,1,5,1.0,0.06,0.4302,1
9.66,86.97,12.0,0.26,1.81,0.246,0.2,4.0,4,6,3,1.0,0.06,0.3137,1
22.66,22.66,13.0,0.42,0.16,0.348,0.675,2.5,5,5,5,3.0,0.06,0.2281,0
26.19,104.76,21.0,0.33,0.4,0.425,0.824,5.0,3,8,3,1.0,0.06,0.3682,0
10.9,76.29,18.0,0.16,1.78,0.159,0.273,8.5,9,4,5,1.0,0.06,0.3577,1
9.38,56.26,23.0,0.37,3.4,0.227,0.311,5.5,4,5,2,1.0,0.06,0.2606,1
11.34,56.7,21.0,0.48,0.94,0.398,0.672,3.5,4,2,4,1.0,0.06,0.2488,0
32.54,45.11,5.0,0.0,2.95,-0.234,-0.097,4.5,10,3,4,1.0,0.1,0.3912,0
12.72,89.02,30.0,0.42,1.99,0.352,0.703,6.5,3,6,3,1.0,0.06,0.3037,0
0.0,28.72,16.0,0.12,1.84,0.358,0.443,5.5,4,5,7,1.0,0.06,0.1875,0
11.45,37.56,5.0,0.12,4.84,0.135,0.619,3.5,3,7,3,1.0,0.06,0.2427,1
20.66,41.32,4.0,0.42,0.71,0.186,0.256,3.5,8,5,3,10.0,0.06,0.301,0
8.04,80.38,5.0,0.35,0.56,0.24,0.512,8.0,3,5,8,1.0,0.06,0.2778,1
9.75,77.98,41.0,0.33,1.5,0.239,0.695,5.5,8,4,7,5.0,0.06,0.3263,0
12.4,86.77,34.0,0.7,1.15,0.299,0.363,4.5,3,5,3,1.0,0.06,0.2889,0
0.0,0.0,25.0,0.52,5.23,0.213,0.598,5.5,7,6,3,1.0,0.06,0.1906,0
20.68,48.84,11.0,0.35,0.56,0.355,0.575,7.5,3,2,7,13.0,0.06,0.2499,0
15.23,15.23,9.0,0.42,3.05,0.082,0.226,5.0,5,6,4,1.0,0.06,0.221,1
8.57,34.26,129.0,1.18,0.29,0.268,0.733,7.0,8,2,6,1.0,0.06,0.1883,0
9.18,64.26,1.0,0.26,1.19,0.119,0.253,6.0,7,2,4,1.0,0.013,0.3072,0
0.0,19.61,19.0,0.16,1.32,0.471,0.829,2.0,5,3,1,1.0,0.06,0.1793,0
0.0,0.0,319.0,0.0,5.54,-0.088,0.04,6.5,6,10,3,1.0,0.06,0.1173,0
9.25,74.02,6.0,0.23,0.97,0.242,0.572,5.0,4,9,4,5.0,0.013,0.2839,0
24.27,97.07,24.0,0.48,3.71,0.449,0.842,4.5,7,3,5,1.0,0.013,0.4319,0
12.13,97.05,98.0,0.0,5.49,0.261,0.302,5.5,3,6,6,4.0,0.06,0.3043,0
22.13,77.45,0.0,0.23,2.54,0.072,0.293,3.5,7,4,5,1.0,0.06,0.3869,1
29.29,87.86,7.0,0.16,1.9,0.299,0.442,8.5,7,6,2,1.0,0.1,0.422,0
8.56,8.56,98.0,0.58,9.79,0.151,0.099,5.0,8,7,5,1.0,0.06,0.2265,0
26.57,79.72,3.0,0.37,1.79,0.008,-0.044,4.0,7,6,5,8.0,0.06,0.3967,1
0.0,0.0,5.0,0.49,1.78,-0.038,0.619,4.0,7,6,2,3.0,0.06,0.1789,1
20.68,48.84,3.0,0.16,2.01,0.241,0.455,5.5,7,2,7,1.0,0.013,0.315,1
0.0,14.08,20.0,0.89,0.96,0.366,0.724,6.0,6,1,3,1.0,0.06,0.178,0
25.17,88.09,11.0,0.26,9.62,0.285,0.36,5.0,5,5,4,1.0,0.06,0.4525,0
0.0,70.16,4.0,0.23,0.75,0.185,0.542,5.5,5,9,5,1.0,0.06,0.2636,0
5.07,40.56,82.0,0.81,3.43,0.264,0.615,2.5,6,7,6,1.0,0.06,0.2137,0
42.68,42.68,56.0,1.51,2.87,0.321,0.634,4.5,8,9,5,1.0,0.06,0.353,0
40.17,52.56,57.0,0.68,5.03,0.192,0.241,8.0,7,5,9,1.0,0.06,0.372,0
41.68,41.68,5.0,0.37,1.94,0.15,0.302,3.5,8,4,3,2.0,0.06,0.3746,1
19.45,97.23,16.0,0.26,1.32,0.227,0.653,4.5,3,5,4,1.0,0.06,0.3434,0
7.73,23.18,1502.0,3.01,0.09,0.322,0.439,8.0,5,5,8,1.0,0.06,0.1216,0
0.0,22.01,488.0,3.25,5.33,0.175,0.782,6.0,6,4,8,1.0,0.1,0.1393,0
0.0,0.0,827.0,3.29,1.79,0.358,0.781,7.5,5,4,1,1.0,0.06,0.0972,0
0.0,39.02,13.0,1.58,0.33,0.293,0.84,6.0,5,9,3,3.0,0.013,0.204,0
0.0,30.47,7.0,0.12,9.08,0.388,0.735,5.5,2,6,7,1.0,0.06,0.2221,0
0.0,68.93,27.0,0.26,1.19,0.349,0.634,4.5,5,4,5,1.0,0.06,0.2516,0
11.56,57.81,32.0,0.42,0.72,0.369,0.738,4.0,2,5,4,1.0,0.06,0.2221,0
0.0,40.78,5.0,1.04,1.64,0.194,0.685,4.5,10,6,6,5.0,0.06,0.2751,0
11.01,88.06,17.0,0.16,3.97,0.346,0.682,5.0,2,4,5,1.0,0.06,0.3093,0
7.64,84.09,3.0,0.46,5.82,0.283,0.342,3.5,5,7,9,1.0,0.06,0.3568,1
0.0,51.68,2252.0,3.37,2.86,0.214,0.769,6.0,9,3,9,1.0,0.06,0.188,0
7.94,71.43,24.0,0.26,0.85,0.224,0.4,4.5,6,5,5,6.0,0.06,0.2879,0
0.0,0.0,3.0,0.26,5.33,0.04,0.619,5.0,4,4,9,2.0,0.06,0.1743,1
9.63,38.53,60.0,1.29,2.99,0.075,0.556,5.0,5,9,4,1.0,0.06,0.2188,0
16.27,65.09,11.0,0.93,3.07,0.337,0.8,5.5,7,3,4,1.0,0.06,0.3394,0
0.0,48.08,11.0,0.33,11.4,0.393,0.805,2.0,4,5,8,1.0,0.06,0.2915,0
6.35,44.43,56.0,0.48,1.67,0.212,0.659,5.0,7,6,5,1.0,0.06,0.2347,0
6.81,23.83,121.0,4.48,2.66,0.273,0.793,4.5,5,9,7,4.0,0.06,0.162,0
25.11,100.44,90.0,1.04,8.7,0.246,0.808,2.5,5,7,5,1.0,0.06,0.4134,0
39.01,87.78,15.0,0.42,2.94,0.252,0.358,3.5,4,3,5,4.0,0.06,0.4139,0
0.0,38.42,11.0,0.12,1.44,0.393,0.732,7.5,7,5,7,1.0,0.06,0.232,0
0.0,50.66,1885.0,8.59,1.86,0.274,0.837,4.5,6,4,2,1.0,0.06,0.1554,0
6.73,67.28,3.0,0.49,0.4,0.071,0.463,6.5,8,4,6,2.0,0.06,0.311,0
8.64,69.1,102.0,3.05,0.0,0.209,0.748,5.5,5,4,7,1.0,0.06,0.2234,0
0.0,46.93,7.0,1.28,0.6,0.215,0.449,5.5,7,7,7,1.0,0.06,0.2425,0
0.0,38.87,26.0,0.12,1.44,0.378,0.388,7.0,4,3,3,1.0,0.06,0.195,0
7.36,66.26,15.0,0.93,1.49,0.224,0.477,7.5,5,10,1,1.0,0.06,0.2751,0
9.14,63.99,22.0,0.23,12.07,0.246,0.645,4.5,2,4,6,1.0,0.06,0.3221,0
58.67,71.93,7.0,0.52,0.35,0.289,0.682,5.5,7,4,6,1.0,0.06,0.4667,0
0.0,0.0,8.0,0.71,5.99,0.155,0.25,5.0,5,2,6,1.0,0.06,0.1848,0
0.0,50.6,405.0,2.65,0.18,0.297,0.832,7.5,8,2,6,2.0,0.06,0.1624,0
10.55,94.93,88.0,1.47,1.45,0.307,0.451,2.5,7,2,9,1.0,0.06,0.3188,0
22.17,66.52,2.0,0.52,4.81,-0.038,0.619,7.0,3,3,1,1.0,0.06,0.328,0
54.08,54.08,165.0,1.87,0.77,0.266,0.776,6.5,6,1,1,1.0,0.06,0.2935,0
0.0,53.08,14.0,1.77,0.72,0.214,0.851,6.0,7,4,5,1.0,0.06,0.2502,0
19.22,19.22,8.0,0.0,3.32,-0.063,-0.002,2.5,5,6,4,1.0,0.06,0.2395,1
12.49,87.44,17.0,0.42,2.33,0.418,0.815,3.0,4,4,1,2.0,0.06,0.3241,0
8.58,77.26,9.0,0.48,2.84,0.261,0.443,5.5,3,4,5,3.0,0.06,0.2895,0
31.15,62.31,242.0,7.75,6.95,0.312,0.503,5.5,3,5,10,3.0,0.06,0.2414,0
19.88,34.62,36.0,0.12,2.25,0.448,0.69,3.5,5,4,4,1.0,0.06,0.2442,0
0.0,51.42,26.0,0.26,4.51,0.377,0.645,6.0,5,6,5,1.0,0.06,0.2464,0
12.88,77.29,155.0,1.0,5.01,0.254,0.761,4.5,3,5,2,1.0,0.06,0.233,0
0.0,7.33,10.0,0.33,0.62,0.316,0.716,5.5,6,3,6,1.0,0.06,0.1713,0
13.61,68.07,4.0,0.26,1.04,0.189,0.619,5.5,9,2,4,1.0,0.06,0.3512,1
10.79,86.3,23.0,0.42,1.25,0.345,0.712,5.5,3,4,5,1.0,0.06,0.2912,0
8.37,92.09,21.0,0.42,0.15,0.289,0.603,5.5,7,8,3,1.0,0.06,0.3394,0
0.0,20.11,35.0,1.47,3.67,0.373,0.766,3.0,2,3,5,2.0,0.013,0.161,0
0.0,47.61,22.0,0.68,0.69,0.367,0.668,3.5,2,7,1,1.0,0.06,0.1863,0
0.0,15.06,271.0,0.52,7.48,0.257,0.66,3.5,1,7,9,1.0,0.06,0.1091,0
11.74,93.88,11.0,0.16,6.08,0.272,0.478,3.5,3,4,5,1.0,0.1,0.3596,0
20.51,82.05,8.0,0.66,2.55,0.378,0.871,3.0,3,2,4,1.0,0.06,0.3312,0
0.0,28.97,6.0,0.26,4.15,0.093,0.314,6.0,3,4,8,1.0,0.06,0.1976,0
9.36,93.59,22.0,0.99,0.3,0.28,0.612,4.0,6,7,2,1.0,0.06,0.3328,0
0.0,0.0,0.0,0.84,0.85,0.216,0.62,4.5,10,4,6,1.0,0.06,0.2033,0
0.0,0.0,10.0,0.52,3.93,0.427,0.759,5.5,4,7,4,1.0,0.06,0.1634,0
10.44,83.51,5.0,0.33,0.4,0.161,0.332,5.0,9,10,5,1.0,0.06,0.3681,1
0.0,25.17,410.0,6.16,0.63,0.442,0.877,5.0,5,6,4,1.0,0.06,0.1151,0
0.0,33.24,37.0,0.68,1.84,0.328,0.556,6.0,7,2,2,1.0,0.06,0.213,0
12.55,50.19,158.0,0.59,0.03,0.256,0.552,8.0,4,7,5,2.0,0.06,0.1684,0
14.4,43.2,5.0,0.12,5.26,0.26,0.797,6.0,10,4,4,1.0,0.06,0.3522,0
0.0,0.0,5.0,0.16,4.99,0.139,0.619,5.0,6,7,3,1.0,0.06,0.1892,1
0.0,19.64,324.0,0.0,3.94,0.051,0.607,6.0,4,5,7,1.0,0.06,0.1172,0
11.49,68.92,13.0,0.0,8.25,0.17,0.116,4.5,6,8,1,1.0,0.06,0.3653,1
0.0,115.16,132.0,1.69,0.31,0.201,0.616,8.0,5,4,7,1.0,0.06,0.2672,0
0.0,12.04,21.0,2.0,1.72,0.42,0.674,6.5,1,7,6,1.0,0.013,0.1392,0
9.98,59.87,64.0,0.68,3.81,0.286,0.35,3.5,3,5,6,1.0,0.1,0.2373,0
14.11,70.54,4.0,0.48,0.24,0.157,0.243,3.5,7,6,6,1.0,0.06,0.3239,0
0.0,0.0,8.0,0.52,5.36,0.36,0.832,6.0,5,8,5,1.0,0.06,0.181,0
48.6,48.6,128.0,0.84,0.78,0.29,0.366,3.5,4,8,3,1.0,0.06,0.2667,0
12.38,33.9,6.0,0.23,3.33,0.196,0.393,4.0,1,3,8,1.0,0.06,0.207,1
21.05,42.1,77.0,3.76,0.36,0.285,0.254,7.0,6,3,1,5.0,0.013,0.2345,0
10.44,83.51,6.0,0.58,3.89,0.145,0.202,7.5,9,5,9,2.0,0.06,0.4004,1
0.0,42.21,16.0,1.04,0.49,0.311,0.682,3.0,3,6,5,2.0,0.06,0.1893,0
26.59,106.37,12.0,0.33,2.82,0.386,0.856,3.0,7,3,7,1.0,0.06,0.4611,0
20.93,83.71,12.0,0.58,0.39,0.398,0.875,2.5,1,4,7,2.0,0.06,0.289,0
12.49,87.44,18.0,0.42,0.16,0.419,0.815,5.0,5,7,10,1.0,0.1,0.3176,0
0.0,19.23,21.0,0.23,2.0,0.459,0.845,3.5,5,10,3,1.0,0.1,0.1819,0
42.26,42.26,13.0,0.78,0.55,0.252,0.575,3.5,6,2,5,1.0,0.06,0.332,1
